Country	date	total	cum	increment	double1	double2	double3	double7
Serbia	2020-04-02	111	1171	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
South Africa	2020-03-27	243	1170	12	204800	3200	800	164.067071201527
Finland	2020-03-28	126	1167	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Colombia	2020-04-02	96	1161	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
New Zealand	2020-04-07	54	1160	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Greece	2020-03-29	95	1156	21	104857600	72407.7343935026	6400	399.999999999999
Indonesia	2020-03-28	109	1155	15	1638400	9050.96679918782	1600	220.817902734762
Denmark	2020-03-19	94	1151	10	51200	1600	503.968419957949	134.590019263236
Estonia	2020-04-07	41	1149	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Chile	2020-03-25	220	1142	11	102400	2262.74169979695	634.96042078728	148.599428913695
United Kingdom	2020-03-15	0	1140	12	204800	3200	800	164.067071201527
United Kingdom	2020-03-14	342	1140	11	102400	2262.74169979695	634.96042078728	148.599428913695
Switzerland	2020-03-13	487	1139	10	51200	1600	503.968419957949	134.590019263236
Thailand	2020-03-27	91	1136	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Iceland	2020-03-31	49	1135	24	838860800	204800	12800	538.360077052941
Netherlands	2020-03-15	176	1135	10	51200	1600	503.968419957949	134.590019263236
Argentina	2020-04-02	79	1133	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Japan	2020-03-23	27	1128	36	3435973836800	13107200	204800	1766.54322187809
Italy	2020-02-29	240	1128	7	6400	565.685424949238	251.984209978975	99.9999999999999
Croatia	2020-04-04	47	1126	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
France	2020-03-08	177	1126	9	25600	1131.37084989848	400	121.901365420447
Ireland	2020-03-23	219	1125	10	51200	1600	503.968419957949	134.590019263236
Iraq	2020-04-07	91	1122	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
Morocco	2020-04-06	99	1120	18	13107200	25600	3200	297.198857827389
Czech Republic	2020-03-22	125	1120	11	102400	2262.74169979695	634.96042078728	148.599428913695
Singapore	2020-04-03	65	1114	51	112589990684262400	2372656640.6063	6553600.00000001	7801.68738690861
Dominican Republic	2020-03-31	208	1109	11	102400	2262.74169979695	634.96042078728	148.599428913695
Estonia	2020-04-06	11	1108	24	838860800	204800	12800	538.360077052941
New Zealand	2020-04-06	67	1106	16	3276800	12800	2015.8736798318	243.802730840895
Saudi Arabia	2020-03-27	92	1104	14	819200	6400.00000000001	1269.92084157456	200
Sweden	2020-03-16	81	1103	11	102400	2262.74169979695	634.96042078728	148.599428913695
Japan	2020-03-22	94	1101	35	1717986918400	9268190.00236834	162549.867721544	1600
Luxembourg	2020-03-24	224	1099	10	51200	1600	503.968419957949	134.590019263236
Estonia	2020-04-05	58	1097	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Mexico	2020-03-31	101	1094	15	1638400	9050.96679918782	1600	220.817902734762
Norway	2020-03-14	94	1090	10	51200	1600	503.968419957949	134.590019263236
Iceland	2020-03-30	66	1086	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Ecuador	2020-03-24	101	1082	7	6400	565.685424949238	251.984209978975	99.9999999999999
Croatia	2020-04-03	68	1079	18	13107200	25600	3200	297.198857827389
Qatar	2020-04-03	126	1075	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Philippines	2020-03-28	272	1075	16	3276800	12800	2015.8736798318	243.802730840895
Spain	2020-03-09	400	1073	8	12800	800	317.48021039364	110.408951367381
Ukraine	2020-04-03	175	1072	12	204800	3200	800	164.067071201527
Australia	2020-03-21	280	1071	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Israel	2020-03-23	188	1071	15	1638400	9050.96679918782	1600	220.817902734762
Egypt	2020-04-04	85	1070	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Colombia	2020-04-01	159	1065	16	3276800	12800	2015.8736798318	243.802730840895
Peru	2020-03-31	115	1065	15	1638400	9050.96679918782	1600	220.817902734762
Pakistan	2020-03-25	91	1063	10	51200	1600	503.968419957949	134.590019263236
Greece	2020-03-28	95	1061	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Serbia	2020-04-01	160	1060	16	3276800	12800	2015.8736798318	243.802730840895
Slovenia	2020-04-07	38	1059	27	6710886400	579261.875148021	25600	724.578931411124
Belgium	2020-03-16	172	1058	11	102400	2262.74169979695	634.96042078728	148.599428913695
Denmark	2020-03-18	80	1057	9	25600	1131.37084989848	400	121.901365420447
Moldova	2020-04-07	91	1056	18	13107200	25600	3200	297.198857827389
Argentina	2020-04-01	0	1054	16	3276800	12800	2015.8736798318	243.802730840895
Argentina	2020-03-31	234	1054	15	1638400	9050.96679918782	1600	220.817902734762
Poland	2020-03-25	150	1051	12	204800	3200	800	164.067071201527
Singapore	2020-04-02	49	1049	50	56294995342131200	1677721600.00001	5201595.7670894	7066.17288751237
Indonesia	2020-03-27	153	1046	14	819200	6400.00000000001	1269.92084157456	200
Thailand	2020-03-26	111	1045	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Finland	2020-03-27	83	1041	16	3276800	12800	2015.8736798318	243.802730840895
Germany	2020-03-08	241	1040	8	12800	800	317.48021039364	110.408951367381
Estonia	2020-04-04	78	1039	22	209715200	102400	8063.49471932719	441.635805469524
New Zealand	2020-04-05	89	1039	15	1638400	9050.96679918782	1600	220.817902734762
Russia	2020-03-27	196	1036	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Iraq	2020-04-06	70	1031	30	53687091200	1638400	51200	975.210923363578
Malaysia	2020-03-20	130	1030	16	3276800	12800	2015.8736798318	243.802730840895
Romania	2020-03-26	123	1029	13	409600	4525.48339959391	1007.9368399159	181.144732852781
United Arab Emirates	2020-04-02	210	1024	23	419430400	144815.468787005	10159.3667325965	487.605461681789
India	2020-03-29	37	1024	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Sweden	2020-03-15	61	1022	10	51200	1600	503.968419957949	134.590019263236
Slovenia	2020-04-06	24	1021	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Morocco	2020-04-05	102	1021	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Brazil	2020-03-21	228	1021	9	25600	1131.37084989848	400	121.901365420447
Iceland	2020-03-29	57	1020	22	209715200	102400	8063.49471932719	441.635805469524
Portugal	2020-03-20	235	1020	9	25600	1131.37084989848	400	121.901365420447
Austria	2020-03-16	158	1018	10	51200	1600	503.968419957949	134.590019263236
Saudi Arabia	2020-03-26	112	1012	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Croatia	2020-04-02	48	1011	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Japan	2020-03-21	44	1007	34	858993459200	6553600.00000001	129015.915509235	1449.15786282225
Singapore	2020-04-01	74	1000	49	28147497671065600	1186328320.30315	4128509.29629553	6399.99999999998
Slovenia	2020-04-05	20	997	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Norway	2020-03-13	294	996	9	25600	1131.37084989848	400	121.901365420447
Czech Republic	2020-03-21	162	995	10	51200	1600	503.968419957949	134.590019263236
Mexico	2020-03-30	145	993	14	819200	6400.00000000001	1269.92084157456	200
Panama	2020-03-30	88	989	14	819200	6400.00000000001	1269.92084157456	200
India	2020-03-28	100	987	18	13107200	25600	3200	297.198857827389
Algeria	2020-04-02	139	986	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Egypt	2020-04-03	120	985	25	1677721600	289630.93757401	16126.9894386544	594.397715654778
Ecuador	2020-03-23	192	981	6	3200	400	200	90.5723664263906
Iran	2020-03-01	385	978	6	3200	400	200	90.5723664263906
Slovenia	2020-04-04	43	977	24	838860800	204800	12800	538.360077052941
Denmark	2020-03-17	63	977	8	12800	800	317.48021039364	110.408951367381
Korea	2020-02-25	144	977	5	1600	282.842712474619	158.74010519682	82.0335356007638
Pakistan	2020-03-24	97	972	9	25600	1131.37084989848	400	121.901365420447
Greece	2020-03-27	74	966	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Moldova	2020-04-06	101	965	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Japan	2020-03-20	39	963	33	429496729600	4634095.00118417	102400	1312.53656961222
Iceland	2020-03-28	73	963	21	104857600	72407.7343935026	6400	399.999999999999
Croatia	2020-04-01	96	963	16	3276800	12800	2015.8736798318	243.802730840895
Iraq	2020-04-05	83	961	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Estonia	2020-04-03	103	961	21	104857600	72407.7343935026	6400	399.999999999999
Sweden	2020-03-14	147	961	9	25600	1131.37084989848	400	121.901365420447
United States	2020-03-10	376	959	15	1638400	9050.96679918782	1600	220.817902734762
Netherlands	2020-03-14	155	959	9	25600	1131.37084989848	400	121.901365420447
Finland	2020-03-26	78	958	15	1638400	9050.96679918782	1600	220.817902734762
New Zealand	2020-04-04	82	950	14	819200	6400.00000000001	1269.92084157456	200
Peru	2020-03-30	98	950	14	819200	6400.00000000001	1269.92084157456	200
Qatar	2020-04-02	114	949	22	209715200	102400	8063.49471932719	441.635805469524
France	2020-03-07	296	949	8	12800	800	317.48021039364	110.408951367381
Canada	2020-03-20	143	943	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Slovenia	2020-04-03	37	934	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Thailand	2020-03-25	107	934	18	13107200	25600	3200	297.198857827389
South Africa	2020-03-26	218	927	11	102400	2262.74169979695	634.96042078728	148.599428913695
Singapore	2020-03-31	47	926	48	14073748835532800	838860800.000003	3276800	5796.63145128898
Japan	2020-03-19	35	924	32	214748364800	3276800.00000001	81274.9338607719	1188.79543130956
Chile	2020-03-24	176	922	10	51200	1600	503.968419957949	134.590019263236
China	2020-01-24	277	920	2	200	100	79.37005259841	60.9506827102238
Morocco	2020-04-04	128	919	16	3276800	12800	2015.8736798318	243.802730840895
Denmark	2020-03-16	50	914	7	6400	565.685424949238	251.984209978975	99.9999999999999
Colombia	2020-03-31	108	906	15	1638400	9050.96679918782	1600	220.817902734762
Romania	2020-03-25	112	906	12	204800	3200	800	164.067071201527
Ireland	2020-03-22	121	906	9	25600	1131.37084989848	400	121.901365420447
Panama	2020-03-29	115	901	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Poland	2020-03-24	152	901	11	102400	2262.74169979695	634.96042078728	148.599428913695
Dominican Republic	2020-03-30	42	901	10	51200	1600	503.968419957949	134.590019263236
Malaysia	2020-03-19	110	900	15	1638400	9050.96679918782	1600	220.817902734762
Serbia	2020-03-31	115	900	15	1638400	9050.96679918782	1600	220.817902734762
Saudi Arabia	2020-03-25	133	900	12	204800	3200	800	164.067071201527
Slovenia	2020-04-02	56	897	22	209715200	102400	8063.49471932719	441.635805469524
Ukraine	2020-04-02	103	897	11	102400	2262.74169979695	634.96042078728	148.599428913695
Indonesia	2020-03-26	103	893	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Greece	2020-03-26	71	892	18	13107200	25600	3200	297.198857827389
Iceland	2020-03-27	88	890	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Japan	2020-03-18	11	889	31	107374182400	2317047.50059208	64507.9577546175	1076.72015410588
Italy	2020-02-28	233	888	6	3200	400	200	90.5723664263906
India	2020-03-27	160	887	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Belgium	2020-03-15	197	886	10	51200	1600	503.968419957949	134.590019263236
Israel	2020-03-22	171	883	14	819200	6400.00000000001	1269.92084157456	200
Lithuania	2020-04-07	37	880	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Finland	2020-03-25	88	880	14	819200	6400.00000000001	1269.92084157456	200
Singapore	2020-03-30	35	879	47	7036874417766400	593164160.151574	2600797.8835447	5250.14627844886
Japan	2020-03-17	39	878	30	53687091200	1638400	51200	975.210923363578
Iraq	2020-04-04	58	878	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Luxembourg	2020-03-23	77	875	9	25600	1131.37084989848	400	121.901365420447
Pakistan	2020-03-23	99	875	8	12800	800	317.48021039364	110.408951367381
New Zealand	2020-04-03	71	868	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Croatia	2020-03-31	77	867	15	1638400	9050.96679918782	1600	220.817902734762
Egypt	2020-04-02	86	865	24	838860800	204800	12800	538.360077052941
Moldova	2020-04-05	112	864	16	3276800	12800	2015.8736798318	243.802730840895
Denmark	2020-03-15	37	864	6	3200	400	200	90.5723664263906
Belarus	2020-04-07	161	861	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Austria	2020-03-15	205	860	9	25600	1131.37084989848	400	121.901365420447
Dominican Republic	2020-03-29	140	859	9	25600	1131.37084989848	400	121.901365420447
Estonia	2020-04-02	79	858	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Armenia	2020-04-07	20	853	22	209715200	102400	8063.49471932719	441.635805469524
Peru	2020-03-29	181	852	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Mexico	2020-03-29	131	848	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Algeria	2020-04-01	131	847	16	3276800	12800	2015.8736798318	243.802730840895
Singapore	2020-03-29	42	844	46	3518437208883200	419430400.000001	2064254.64814776	4755.18172523822
Lithuania	2020-04-06	32	843	16	3276800	12800	2015.8736798318	243.802730840895
Slovenia	2020-04-01	39	841	21	104857600	72407.7343935026	6400	399.999999999999
Russia	2020-03-26	182	840	12	204800	3200	800	164.067071201527
Japan	2020-03-16	0	839	29	26843545600	1158523.75029604	40637.4669303859	883.271610939048
Japan	2020-03-15	66	839	28	13421772800	819200.000000002	32253.9788773088	799.999999999998
Qatar	2020-04-01	54	835	21	104857600	72407.7343935026	6400	399.999999999999
Armenia	2020-04-06	11	833	21	104857600	72407.7343935026	6400	399.999999999999
Czech Republic	2020-03-20	139	833	9	25600	1131.37084989848	400	121.901365420447
Korea	2020-02-24	231	833	4	800	200	125.992104989487	74.2997144568474
Thailand	2020-03-24	106	827	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Denmark	2020-03-14	26	827	5	1600	282.842712474619	158.74010519682	82.0335356007638
Armenia	2020-04-05	52	822	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Greece	2020-03-25	78	821	17	6553600	18101.9335983756	2539.84168314912	269.180038526471
Iraq	2020-04-03	48	820	27	6710886400	579261.875148021	25600	724.578931411124
Argentina	2020-03-30	75	820	14	819200	6400.00000000001	1269.92084157456	200
Hungary	2020-04-07	73	817	21	104857600	72407.7343935026	6400	399.999999999999
United Arab Emirates	2020-04-01	150	814	22	209715200	102400	8063.49471932719	441.635805469524
Sweden	2020-03-13	215	814	8	12800	800	317.48021039364	110.408951367381
Bahrain	2020-04-07	55	811	34	858993459200	6553600.00000001	129015.915509235	1449.15786282225
Lithuania	2020-04-05	40	811	15	1638400	9050.96679918782	1600	220.817902734762
Netherlands	2020-03-13	301	804	8	12800	800	317.48021039364	110.408951367381
Philippines	2020-03-27	96	803	15	1638400	9050.96679918782	1600	220.817902734762
Singapore	2020-03-28	70	802	45	1759218604441600	296582080.075787	1638400	4306.88061642352
Slovenia	2020-03-31	46	802	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Iceland	2020-03-26	65	802	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Denmark	2020-03-13	186	801	4	800	200	125.992104989487	74.2997144568474
Canada	2020-03-19	143	800	12	204800	3200	800	164.067071201527
Germany	2020-03-07	129	799	7	6400	565.685424949238	251.984209978975	99.9999999999999
Colombia	2020-03-30	96	798	14	819200	6400.00000000001	1269.92084157456	200
United Kingdom	2020-03-13	342	798	10	51200	1600	503.968419957949	134.590019263236
Luxembourg	2020-03-22	128	798	8	12800	800	317.48021039364	110.408951367381
New Zealand	2020-04-02	89	797	12	204800	3200	800	164.067071201527
Romania	2020-03-24	218	794	11	102400	2262.74169979695	634.96042078728	148.599428913695
Ukraine	2020-04-01	149	794	10	51200	1600	503.968419957949	134.590019263236
Brazil	2020-03-20	172	793	8	12800	800	317.48021039364	110.408951367381
Finland	2020-03-24	92	792	13	409600	4525.48339959391	1007.9368399159	181.144732852781
Australia	2020-03-20	110	791	16	3276800	12800	2015.8736798318	243.802730840895
Morocco	2020-04-03	83	791	15	1638400	9050.96679918782	1600	220.817902734762
Croatia	2020-03-30	77	790	14	819200	6400.00000000001	1269.92084157456	200
Malaysia	2020-03-18	117	790	14	819200	6400.00000000001	1269.92084157456	200
Indonesia	2020-03-25	104	790	12	204800	3200	800	164.067071201527
Ecuador	2020-03-22	283	789	5	1600	282.842712474619	158.74010519682	82.0335356007638
Panama	2020-03-28	112	786	12	204800	3200	800	164.067071201527
Serbia	2020-03-30	44	785	14	819200	6400.00000000001	1269.92084157456	200
Ireland	2020-03-21	102	785	8	12800	800	317.48021039364	110.408951367381
Portugal	2020-03-19	337	785	8	12800	800	317.48021039364	110.408951367381
Qatar	2020-03-31	88	781	20	52428800	51200.0000000001	5079.68336629824	362.289465705562
Egypt	2020-04-01	69	779	23	419430400	144815.468787005	10159.3667325965	487.605461681789
Estonia	2020-04-01	34	779	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Pakistan	2020-03-22	46	776	7	6400	565.685424949238	251.984209978975	99.9999999999999
Japan	2020-03-14	72	773	27	6710886400	579261.875148021	25600	724.578931411124
Iraq	2020-04-02	44	772	26	3355443200	409600.000000001	20318.733465193	656.268284806109
Lithuania	2020-04-04	75	771	14	819200	6400.00000000001	1269.92084157456	200
Armenia	2020-04-04	34	770	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Saudi Arabia	2020-03-24	205	767	11	102400	2262.74169979695	634.96042078728	148.599428913695
Bosnia and Herzegovina	2020-04-07	90	764	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
Bahrain	2020-04-06	56	756	33	429496729600	4634095.00118417	102400	1312.53656961222
Slovenia	2020-03-30	26	756	19	26214400	36203.8671967513	4031.7473596636	328.134142403055
